year,site_id,density,latitude,longitude
1997,a-k-01,0.999431818,34.02236667,-120.3874667
1997,a-k-02,4.880492424,34.06438333,-120.3566
1997,a-k-03,0.891098485,33.90146667,-120.1029667
1997,a-k-04,1.33030303,33.89753333,-120.10075
1997,a-k-05,2.847537879,34.03261667,-120.107
1997,a-k-06,11.37348485,33.94966667,-119.8275833
1997,a-k-07,6.268181818,34.05635,-119.75515
1997,a-k-08,10.06799242,34.0345,-119.7033333
1997,a-k-09,14.32007576,34.04798333,-119.5514
1997,a-k-10,3.90719697,33.98983333,-119.5630667
1997,a-k-11,8.382765152,34.00775,-119.4343833
1997,a-k-12,3.561742424,34.01586667,-119.3717333
1997,a-k-13,2.241856061,34.01666667,-119.3616667
1997,a-k-14,12.59772727,33.46611667,-119.0277833
1997,a-k-15,17.27973485,33.48753333,-119.0275833
1997,a-k-16,12.17159091,33.46441667,-119.0391667
1998,a-k-01,1.569886364,34.02236667,-120.3874667
1998,a-k-02,4.476893939,34.06438333,-120.3566
1998,a-k-03,7.039962121,33.90146667,-120.1029667
1998,a-k-04,2.310227273,33.89753333,-120.10075
1998,a-k-05,4.498106061,34.03261667,-120.107
1998,a-k-06,10.56344697,33.94966667,-119.8275833
1998,a-k-07,4.401893939,34.05635,-119.75515
1998,a-k-08,7.926136364,34.0345,-119.7033333
1998,a-k-09,9.371401515,34.04798333,-119.5514
1998,a-k-10,3.760984848,33.98983333,-119.5630667
1998,a-k-11,7.873863636,34.00775,-119.4343833
1998,a-k-12,3.393939394,34.01586667,-119.3717333
1998,a-k-13,1.853787879,34.01666667,-119.3616667
1998,a-k-14,6.978787879,33.46611667,-119.0277833
1998,a-k-15,6.352462121,33.48753333,-119.0275833
1998,a-k-16,3.545075758,33.46441667,-119.0391667
1999,a-k-01,2.189962121,34.02236667,-120.3874667
1999,a-k-02,7.978030303,34.06438333,-120.3566
1999,a-k-03,9.045833333,33.90146667,-120.1029667
1999,a-k-04,3.575189394,33.89753333,-120.10075
1999,a-k-05,8.091287879,34.03261667,-120.107
1999,a-k-06,20.22405303,33.94966667,-119.8275833
1999,a-k-07,7.833901515,34.05635,-119.75515
1999,a-k-08,9.846022727,34.0345,-119.7033333
1999,a-k-09,9.459280303,34.04798333,-119.5514
1999,a-k-10,14.6405303,33.98983333,-119.5630667
1999,a-k-11,22.82140152,34.00775,-119.4343833
1999,a-k-12,5.46969697,34.01586667,-119.3717333
1999,a-k-13,2.883712121,34.01666667,-119.3616667
1999,a-k-14,16.47973485,33.46611667,-119.0277833
1999,a-k-15,20.55984848,33.48753333,-119.0275833
1999,a-k-16,3.539962121,33.46441667,-119.0391667
1999,a-p-01,15.92,34.002883,-119.4252
1999,a-p-04,2.888888889,34.017667,-119.363683
1999,a-p-04,1.611111111,34.017667,-119.363683
1999,a-p-04,3.958333333,34.017667,-119.363683
1999,a-p-08,0.280952381,34.5417333,-120.5717167
1999,a-p-08,0.24,34.5417333,-120.5717167
1999,a-p-14,0.1625,34.4412874,-120.4167926
1999,a-p-14,0.791666667,34.4412874,-120.4167926
1999,a-p-19,7.547222222,34.48696,-120.5005234
1999,a-p-19,0.077777778,34.48696,-120.5005234
1999,a-p-22,36.46944444,34.42185,-119.9515
1999,a-p-22,22.99583333,34.42185,-119.9515
1999,a-p-24,0.191666667,34.7295008,-120.6317048
1999,a-p-24,0.079166667,34.7295008,-120.6317048
1999,a-p-25,1.411111111,34.8719167,-120.6325667
1999,a-p-25,1.219444444,34.8719167,-120.6325667
2000,a-k-01,3.119318182,34.02236667,-120.3874667
2000,a-k-02,12.96344697,34.06438333,-120.3566
2000,a-k-03,24.8780303,33.90146667,-120.1029667
2000,a-k-04,4.976704545,33.89753333,-120.10075
2000,a-k-05,12.13068182,34.03261667,-120.107
2000,a-k-06,27.54090909,33.94966667,-119.8275833
2000,a-k-07,13.00037879,34.05635,-119.75515
2000,a-k-08,12.60208333,34.0345,-119.7033333
2000,a-k-09,32.55208333,34.04798333,-119.5514
2000,a-k-10,21.19185606,33.98983333,-119.5630667
2000,a-k-11,24.21856061,34.00775,-119.4343833
2000,a-k-12,4.478787879,34.01586667,-119.3717333
2000,a-k-13,3.075,34.01666667,-119.3616667
2000,a-k-14,25.68409091,33.46611667,-119.0277833
2000,a-k-15,40.67935606,33.48753333,-119.0275833
2000,a-k-16,6.911174242,33.46441667,-119.0391667
2000,a-l-04,6.344375,34.45849992,-120.3334874
2000,a-l-05,51.74875,34.39167778,-119.54175
2000,a-l-09,34.9025,34.42210741,-119.9517074
2000,a-p-04,11.87345679,34.017667,-119.363683
2000,a-p-04,14.46346154,34.017667,-119.363683
2000,a-p-04,15.83333333,34.017667,-119.363683
2000,a-p-06,30.15083333,34.009883,-119.388333
2000,a-p-06,55.48856209,34.009883,-119.388333
2000,a-p-14,30.57962963,34.4412874,-120.4167926
2000,a-p-14,16.49285714,34.4412874,-120.4167926
2000,a-p-19,2.413461538,34.48696,-120.5005234
2000,a-p-19,1.186666667,34.48696,-120.5005234
2000,a-p-22,46.59671053,34.42185,-119.9515
2000,a-p-24,1.865909091,34.7295008,-120.6317048
2000,a-p-24,1.625362319,34.7295008,-120.6317048
2000,a-p-25,4.416666667,34.8719167,-120.6325667
2000,a-p-25,4.34375,34.8719167,-120.6325667
2000,a-p-25,11.46129032,34.8719167,-120.6325667
2000,a-p-36,139.1541667,34.056583,-119.821167
2000,a-p-36,84.60864198,34.056583,-119.821167
2000,a-p-36,633.8738095,34.056583,-119.821167
2000,a-p-39,22.78263889,34.03065,-119.69665
2000,a-p-39,21.69102564,34.03065,-119.69665
2000,a-p-39,92.19583333,34.03065,-119.69665
2001,a-k-01,3.711742424,34.02236667,-120.3874667
2001,a-k-02,7.524810606,34.06438333,-120.3566
2001,a-k-03,2.719128788,33.90146667,-120.1029667
2001,a-k-04,6.640340909,33.89753333,-120.10075
2001,a-k-05,3.741287879,34.03261667,-120.107
2001,a-k-06,11.96117424,33.94966667,-119.8275833
2001,a-k-07,11.06988636,34.05635,-119.75515
2001,a-k-08,15.90511364,34.0345,-119.7033333
2001,a-k-09,31.88352273,34.04798333,-119.5514
2001,a-k-10,15.99412879,33.98983333,-119.5630667
2001,a-k-11,13.11496212,34.00775,-119.4343833
2001,a-k-12,4.633712121,34.01586667,-119.3717333
2001,a-k-13,4.155492424,34.01666667,-119.3616667
2001,a-k-14,7.984848485,33.46611667,-119.0277833
2001,a-k-15,28.13560606,33.48753333,-119.0275833
2001,a-k-16,6.988257576,33.46441667,-119.0391667
2001,a-k-21,0.43203125,34.0237,-120.3951667
2001,a-l-01,0.335,34.400275,-119.7445917
2001,a-l-02,7.31,34.47181667,-120.1426167
2001,a-l-03,9.823,34.46782143,-120.1192428
2001,a-l-04,7.253333333,34.45849992,-120.3334874
2001,a-l-05,30.34125,34.39167778,-119.54175
2001,a-l-06,34.2525,34.41371667,-119.8221
2001,a-l-07,2.2075,34.40469558,-119.8644769
2001,a-l-08,16.795,34.39410555,-119.7296222
2001,a-l-09,20.45625,34.42210741,-119.9517074
2001,a-p-04,16.97857143,34.017667,-119.363683
2001,a-p-04,11.24506173,34.017667,-119.363683
2001,a-p-04,29.72857143,34.017667,-119.363683
2001,a-p-06,62.67619048,34.009883,-119.388333
2001,a-p-06,25.28636364,34.009883,-119.388333
2001,a-p-06,136.5892857,34.009883,-119.388333
2001,a-p-14,5.286111111,34.4412874,-120.4167926
2001,a-p-14,4.121212121,34.4412874,-120.4167926
2001,a-p-19,2.007894737,34.48696,-120.5005234
2001,a-p-19,2.010869565,34.48696,-120.5005234
2001,a-p-22,34.22028112,34.42185,-119.9515
2001,a-p-24,2.674242424,34.7295008,-120.6317048
2001,a-p-24,1.44047619,34.7295008,-120.6317048
2001,a-p-25,3.197058824,34.8719167,-120.6325667
2001,a-p-25,3.661904762,34.8719167,-120.6325667
2001,a-p-34,5.351388889,34.051483,-119.909667
2001,a-p-34,12.59777778,34.051483,-119.909667
2001,a-p-36,20.62678571,34.056583,-119.821167
2001,a-p-36,12.14487179,34.056583,-119.821167
2001,a-p-36,81.18484848,34.056583,-119.821167
2001,a-p-39,17.2983871,34.03065,-119.69665
2001,a-p-39,91.73571429,34.03065,-119.69665
2001,a-p-45,0.933333333,33.988533,-119.546983
2001,a-p-45,21.19469697,33.988533,-119.546983
2001,a-p-67,1.56984127,NA,NA
2002,a-k-01,2.585984848,34.02236667,-120.3874667
2002,a-k-02,5.958901515,34.06438333,-120.3566
2002,a-k-03,0.940151515,33.90146667,-120.1029667
2002,a-k-04,1.410227273,33.89753333,-120.10075
2002,a-k-05,3.864015152,34.03261667,-120.107
2002,a-k-06,1.522159091,33.94966667,-119.8275833
2002,a-k-07,10.13257576,34.05635,-119.75515
2002,a-k-08,12.86818182,34.0345,-119.7033333
2002,a-k-09,25.15606061,34.04798333,-119.5514
2002,a-k-10,9.547159091,33.98983333,-119.5630667
2002,a-k-11,7.846780303,34.00775,-119.4343833
2002,a-k-12,3.020265152,34.01586667,-119.3717333
2002,a-k-13,3.188068182,34.01666667,-119.3616667
2002,a-k-14,1.992613636,33.46611667,-119.0277833
2002,a-k-15,30.33068182,33.48753333,-119.0275833
2002,a-k-16,6.997537879,33.46441667,-119.0391667
2002,a-k-21,8.209027778,34.0237,-120.3951667
2002,a-l-01,0.11,34.400275,-119.7445917
2002,a-l-02,1.99,34.47181667,-120.1426167
2002,a-l-03,0.66875,34.46782143,-120.1192428
2002,a-l-04,9.16,34.45849992,-120.3334874
2002,a-l-05,34.216875,34.39167778,-119.54175
2002,a-l-06,2.0525,34.41371667,-119.8221
2002,a-l-07,2.0775,34.40469558,-119.8644769
2002,a-l-08,9.5575,34.39410555,-119.7296222
2002,a-l-09,13.55875,34.42210741,-119.9517074
2002,a-p-04,15.99345238,34.017667,-119.363683
2002,a-p-04,20.97654321,34.017667,-119.363683
2002,a-p-04,21.46964286,34.017667,-119.363683
2002,a-p-06,63.22202381,34.009883,-119.388333
2002,a-p-06,75.88869048,34.009883,-119.388333
2002,a-p-06,121.3993827,34.009883,-119.388333
2002,a-p-14,9.543434343,34.4412874,-120.4167926
2002,a-p-14,9.756770833,34.4412874,-120.4167926
2002,a-p-19,1.045833333,34.48696,-120.5005234
2002,a-p-19,0.755,34.48696,-120.5005234
2002,a-p-22,21.07521368,34.42185,-119.9515
2002,a-p-22,13.25853659,34.42185,-119.9515
2002,a-p-24,3.059333333,34.7295008,-120.6317048
2002,a-p-24,1.822043011,34.7295008,-120.6317048
2002,a-p-25,1.768888889,34.8719167,-120.6325667
2002,a-p-25,2.358108108,34.8719167,-120.6325667
2002,a-p-34,10.01369048,34.051483,-119.909667
2002,a-p-34,14.55944444,34.051483,-119.909667
2002,a-p-36,109.41875,34.056583,-119.821167
2002,a-p-36,8.566666667,34.056583,-119.821167
2002,a-p-36,39.48630952,34.056583,-119.821167
2002,a-p-39,28.78863636,34.03065,-119.69665
2002,a-p-39,43.3,34.03065,-119.69665
2002,a-p-39,142.4440476,34.03065,-119.69665
2002,a-p-45,2.242222222,33.988533,-119.546983
2002,a-p-45,9.643650794,33.988533,-119.546983
2003,a-k-01,2.91344697,34.02236667,-120.3874667
2003,a-k-02,1.878598485,34.06438333,-120.3566
2003,a-k-03,1.257765152,33.90146667,-120.1029667
2003,a-k-04,2.766856061,33.89753333,-120.10075
2003,a-k-05,1.84905303,34.03261667,-120.107
2003,a-k-06,0.896780303,33.94966667,-119.8275833
2003,a-k-07,2.590719697,34.05635,-119.75515
2003,a-k-08,9.609090909,34.0345,-119.7033333
2003,a-k-09,21.2375,34.04798333,-119.5514
2003,a-k-10,0.915340909,33.98983333,-119.5630667
2003,a-k-11,4.189772727,34.00775,-119.4343833
2003,a-k-12,2.70530303,34.01586667,-119.3717333
2003,a-k-13,2.76344697,34.01666667,-119.3616667
2003,a-k-14,1.829545455,33.46611667,-119.0277833
2003,a-k-15,4.569128788,33.48753333,-119.0275833
2003,a-k-16,1.864962121,33.46441667,-119.0391667
2003,a-k-17,0.688636364,33.03,-118.59
2003,a-k-18,0.420454545,33,-118.54
2003,a-k-19,1.095265152,32.91,-118.54
2003,a-k-20,0.4875,32.8,-118.4
2003,a-k-21,3.362121212,34.0237,-120.3951667
2003,a-l-01,0.0025,34.400275,-119.7445917
2003,a-l-02,5.3725,34.47181667,-120.1426167
2003,a-l-03,1.4425,34.46782143,-120.1192428
2003,a-l-04,1.376666667,34.45849992,-120.3334874
2003,a-l-05,24.060625,34.39167778,-119.54175
2003,a-l-06,2.5225,34.41371667,-119.8221
2003,a-l-07,1.7975,34.40469558,-119.8644769
2003,a-l-08,7.7575,34.39410555,-119.7296222
2003,a-l-09,6.1325,34.42210741,-119.9517074
2003,a-p-04,17.63809524,34.017667,-119.363683
2003,a-p-04,16.72333333,34.017667,-119.363683
2003,a-p-04,28.65416667,34.017667,-119.363683
2003,a-p-06,47.01607143,34.009883,-119.388333
2003,a-p-06,44.38974359,34.009883,-119.388333
2003,a-p-06,88.13141026,34.009883,-119.388333
2003,a-p-07,30.92619048,34.016983,-119.432917
2003,a-p-07,39.3952381,34.016983,-119.432917
2003,a-p-07,44.19345238,34.016983,-119.432917
2003,a-p-14,5.023188406,34.4412874,-120.4167926
2003,a-p-14,3.695977011,34.4412874,-120.4167926
2003,a-p-19,1.298809524,34.48696,-120.5005234
2003,a-p-19,0.677777778,34.48696,-120.5005234
2003,a-p-24,1.712121212,34.7295008,-120.6317048
2003,a-p-24,3.107777778,34.7295008,-120.6317048
2003,a-p-25,1.633333333,34.8719167,-120.6325667
2003,a-p-25,3.248809524,34.8719167,-120.6325667
2003,a-p-34,10.93416667,34.051483,-119.909667
2003,a-p-34,3.026984127,34.051483,-119.909667
2003,a-p-36,7.764285714,34.056583,-119.821167
2003,a-p-36,1.862121212,34.056583,-119.821167
2003,a-p-36,9.862,34.056583,-119.821167
2003,a-p-38,6.645833333,34.072867,-119.870983
2003,a-p-38,3.1125,34.072867,-119.870983
2003,a-p-39,13.36666667,34.03065,-119.69665
2003,a-p-39,21.37179487,34.03065,-119.69665
2003,a-p-39,52.35,34.03065,-119.69665
2003,a-p-45,5.212777778,33.988533,-119.546983
2003,a-p-45,17.26612903,33.988533,-119.546983
2003,a-p-47,2.144444444,34.015867,-120.3305
2003,a-p-48,4.294444444,34.051717,-120.346183
2003,a-p-51,6.783333333,NA,NA
2003,a-p-51,5.616666667,NA,NA
2003,a-p-52,6.394444444,34.025467,-120.4067
2003,a-p-54,5.563888889,33.9478,-120.21055
2003,a-p-55,3.594444444,34.0377818,-120.05953
2003,a-p-55,11.87777778,34.0377818,-120.05953
2003,a-p-55,3.947222222,34.0377818,-120.05953
2003,a-p-57,0.847222222,33.931667,-120.197417
2003,a-p-63,1.975,34.0325,-120.1072
2003,a-p-64,2.895238095,33.891567,-120.1192
2003,a-p-64,1.291666667,33.891567,-120.1192
2004,a-k-01,2.842613636,34.02236667,-120.3874667
2004,a-k-02,4.297159091,34.06438333,-120.3566
2004,a-k-03,1.089015152,33.90146667,-120.1029667
2004,a-k-04,1.304545455,33.89753333,-120.10075
2004,a-k-05,1.850568182,34.03261667,-120.107
2004,a-k-06,1.026136364,33.94966667,-119.8275833
2004,a-k-07,1.226515152,34.05635,-119.75515
2004,a-k-08,8.767424242,34.0345,-119.7033333
2004,a-k-09,12.56856061,34.04798333,-119.5514
2004,a-k-10,1.645643939,33.98983333,-119.5630667
2004,a-k-11,3.630113636,34.00775,-119.4343833
2004,a-k-12,2.675189394,34.01586667,-119.3717333
2004,a-k-13,1.990340909,34.01666667,-119.3616667
2004,a-k-14,9.029734848,33.46611667,-119.0277833
2004,a-k-15,22.81174242,33.48753333,-119.0275833
2004,a-k-16,17.38106061,33.46441667,-119.0391667
2004,a-k-17,1.21969697,33.03,-118.59
2004,a-k-18,0.400757576,33,-118.54
